Contingency,DeviceName,DeviceType,Action
SCONGDV8,419 LILLIAN8 432 CONLEY 1,LINE,OUT
SCONWAD8,8114 CONOCO4A 8115 WADSWORT 1,LINE,OUT
SCOPCP18,110508 CPCSUB 110509 COPSUB 1,LINE,OUT
SCOPCP28,110508 CPCSUB 110509 COPSUB 2,LINE,OUT
SCOPLAM8,260 KEMPNER 7061 L_COPPCO 1,LINE,OUT
SCOPLAM8,260 KEMPNER 7064 L_LAMPAS 1,LINE,OUT
SCOPPRP9,1803 PARS_PMP 1806 ENLOE_T9 1,LINE,OUT
SCOPSC28,110505 SCLPCO 110506 SCLPCO 2,LINE,OUT
SCOPSCL8,110505 SCLPCO 110506 SCLPCO 1,LINE,OUT
SCORDRS9,5636 CORPSCHR 5638 CORPSCHR 1,LINE,OUT
SCORDRS9,5634 ROBSTOWN 5636 CORPSCHR 1,LINE,OUT
SCORDRS9,5636 CORPSCHR 5640 DRISCOLL 1,LINE,OUT
SCOREDN9,5522 EDNASUB9 5524 CORDELES 1,LINE,OUT
SCORGAT9,37530 TNCORYE 37550 TNGATES 1,LINE,OUT
SCORPCA9,37530 TNCORYE 37580 TNPANCA 1,LINE,OUT
SCORSLS8,79550 SU_GRAD 79564 CORMIDT 1,LINE,OUT
SCORSLS8,79508 SLSRANC 79564 CORMIDT 1,LINE,OUT
SCORSLS8,11323 TARLEN_ 79564 CORMIDT 1,LINE,OUT
SCOSBSP8,1322 BIGSPRIG 1332 COSDEN_8 1,LINE,OUT
SCOSMGS8,1032 MRGNCRK_ 1332 COSDEN_8 1,LINE,OUT
SCOTDI29,5863 DLYSWSTE 5876 COTULLAS 1,LINE,OUT
SCOTKRK8,2457 KRKPK_W8 2639 COIT1_8 1,LINE,OUT
SCOTKRK8,2638 COIT2_8 2639 COIT1_8 1,LINE,OUT
SCOTSCH8,2638 COIT2_8 2639 COIT1_8 1,LINE,OUT
SCOTSCH8,2636 SCHDRD1_ 2638 COIT2_8 1,LINE,OUT
SCOTSCH8,2633 TIDPL1_8 2636 SCHDRD1_ 1,LINE,OUT
SCOTWHI5,79505 WHIT_RV 141503 COTWIN 1,LINE,OUT
SCOYFAS9,5715 TORDILLO 5720 COYCITYS 1,LINE,OUT
SCOYFAS9,5720 COYCITYS 5722 KENEDYSU 1,LINE,OUT
SCPCCO18,110506 SCLPCO 110508 CPCSUB 1,LINE,OUT
SCPCCO28,110506 SCLPCO 110508 CPCSUB 2,LINE,OUT
SCPLELG9,3651 ELGIN_SS 3655 ELGIN1_9 1,LINE,OUT
SCPLELG9,3649 TAYLOR1_ 3652 COUPLAND 1,LINE,OUT
SCPLELG9,3651 ELGIN_SS 3652 COUPLAND 1,LINE,OUT
SCPLHKB8,12012 GV_NORT 15040 DFW_AW1 1,LINE,OUT
SCPLHKB8,2021 GV_BALL1 12021 GV_360_ 1,LINE,OUT
SCPLHKB8,2017 COPELL_S 2388 HACKBRY1 1,LINE,OUT
SCPLHKB8,2017 COPELL_S 15030 DFW_AE1 1,LINE,OUT
SCPLHKB8,15030 DFW_AE1 15035 DFW_NE1 1,LINE,OUT
SCPLHKB8,2022 DFW_NW_8 15040 DFW_AW1 1,LINE,OUT
SCPLHKB8,2021 GV_BALL1 12012 GV_NORT 1,LINE,OUT
SCPLHKB8,2016 EULESS_8 12021 GV_360_ 1,LINE,OUT
SCPLHKB8,2022 DFW_NW_8 15035 DFW_NE1 1,LINE,OUT
SCPLMCK8,648 COPPELL 658 MCKAMY 1,LINE,OUT
SCPSEVR5,1900 COMCHPKW 11885 EVRMNTI 1,LINE,OUT
SCPSEVR5,1882 EVRMAN_W 11885 EVRMNTI 1,LINE,OUT
SCPSEVR5,1886 EVRMAN_E 11885 EVRMNTI 1,LINE,OUT
SCPSPKR5,1436 PARKER_5 1900 COMCHPKW 1,LINE,OUT
SCR2MCE9,6607 MCELROY2 907255 SAGE2A 1,LINE,OUT
SCR2MCE9,6607 MCELROY2 6613 CRAN2A 2,LINE,OUT
SCR3CRA9,1204 EXNJCTAP 900858 BARNSL 1,LINE,OUT
SCR3CRA9,1204 EXNJCTAP 1206 CRNATLTA 1,LINE,OUT
SCR3CRA9,1204 EXNJCTAP 1205 EXONJUAN 1,LINE,OUT
SCR3CRA9,1206 CRNATLTA 900797 CRANE_ 1,LINE,OUT
SCR3CRA9,1206 CRNATLTA 1207 CRANATLC 1,LINE,OUT
SCRACRA9,6613 CRAN2A 60998 CRAN2B BC,LINE,OUT
SCRACRA9,1198 CRANE_9 6613 CRAN2A 1,LINE,OUT
SCRACRN9,1232 CRANEHUM 900795 CRANEN 1,LINE,OUT
SCRACRN9,1232 CRANEHUM 900797 CRANE_ 1,LINE,OUT
SCRADEV8,7490 L_CRANMI 7493 L_DEVIHI 1,LINE,OUT
SCRALC28,1196 CRANE_8 76615 L_LCRAN 1,LINE,OUT
SCRALCR8,6615 WTUCRAN4 76615 L_LCRAN 1,LINE,OUT
SC2M38,5080 CASTLE 5455 USAA2TP 1,LINE,OUT
SC2M38,5300 MED_CTR 5455 USAA2TP 1,LINE,OUT
SC3G38,5132 EAGLECRK 5155 FLORESVI 1,LINE,OUT
SCLBH9,40352 CLINTN_ 47540 BRING__ 12,LINE,OUT
SCNBW8,42170 BAYWAY_ 42260 CELNEC_ 94,LINE,OUT
SCRHR8,47570 CRCKET_ 47711 N_SIDE9 91,LINE,OUT
SCRHR8,45840 HARDY__ 45850 HARDY__ 21,LINE,OUT
SCRHR8,47570 CRCKET_ 47571 CRCKET_ 21,LINE,OUT
SCRHR8,45840 HARDY__ 47711 N_SIDE9 91,LINE,OUT
SD0G08,5175 GRANDVEW 5420 TENTH_ST 1,LINE,OUT
SD1X28,5083 CASTRVLL 5290 LYTLE 1,LINE,OUT
SDANV9,42340 DAMON__ 43000 NEEDVL_ 45,LINE,OUT
SDNHP9,47580 DUNLVY_ 47690 HYDEPK_ 32,LINE,OUT
SDQNB8,45740 DRILCO_ 46110 N_BELT_ 67,LINE,OUT
SDQWF8,45900 INTEQ__ 45910 INTER__ 67,LINE,OUT
SDQWF8,45740 DRILCO_ 45900 INTEQ__ 67,LINE,OUT
SDRGV8,42550 DROUET_ 42680 GARDEN_ 06,LINE,OUT
SDRPA8,42550 DROUET_ 43040 PASDNA_ 06,LINE,OUT
SDTCR8,47500 DWNTWN_ 47570 CRCKET_ 91,LINE,OUT
SDTCR8,47570 CRCKET_ 47571 CRCKET_ 21,LINE,OUT
SDTPK8,47500 DWNTWN_ 47730 POLK___ 91,LINE,OUT
SDVJN8,47071 DUNVAL0 47310 JENETA_ 05,LINE,OUT
SDVJN8,47192 HILCRF_ 47411 SHARPS_ 05,LINE,OUT
SDVJN8,47071 DUNVAL0 47192 HILCRF_ 05,LINE,OUT
SDVJN8,47015 BELAIR_ 47411 SHARPS_ 05,LINE,OUT
SE3S18,5230 HOWARD 5390 SOMERSET 1,LINE,OUT
SE3X28,5290 LYTLE 5390 SOMERSET 1,LINE,OUT
SESPK8,47600 E_SIDE_ 47730 POLK___ 91,LINE,OUT
SESUN8,47600 E_SIDE_ 47750 UNIVER_ 91,LINE,OUT
SETSC9,41380 S_CHAN_ 41381 S_CHAN1 16,LINE,OUT
SF0F58,5180 GREEN_MT 5445 TRI_CNTY 1,LINE,OUT
SF0S58,5051 BULVERDE 5180 GREEN_MT 1,LINE,OUT
SF4Y38,5147 FERN 5332 PARSONS 2,LINE,OUT
SFBFL8,44280 FTBEND_ 44300 FTBEND_ 60,LINE,OUT
SFBFL8,44230 FLEWLN_ 44300 FTBEND_ 60,LINE,OUT
SFDJN8,47100 FONDRN_ 47462 WESTWD2 25,LINE,OUT
SFDJN8,47310 JENETA_ 47462 WESTWD2 25,LINE,OUT
SFLKT8,44230 FLEWLN_ 44420 KATY___ 09,LINE,OUT
SFLKT8,44230 FLEWLN_ 44231 FLEWLN_ 25,LINE,OUT
SFLOB8,44513 OBRIEN7 44515 OBRIEN_ NC,LINE,OUT
SFLOB8,44230 FLEWLN_ 44513 OBRIEN7 73,LINE,OUT
SFLOB8,44510 OBRIEN_ 44513 OBRIEN7 73,LINE,OUT
SFLOB8,44230 FLEWLN_ 44231 FLEWLN_ 25,LINE,OUT
SFMFL8,44422 KATY___ 45770 FREMAN_ 66,LINE,OUT
SFMFL8,44230 FLEWLN_ 44422 KATY___ 66,LINE,OUT
SFRDH8,45511 T_H_W_8 45760 FAIRBK_ 81,LINE,OUT
SG1D28,5005 AUSTIN1 5143 EXETER 1,LINE,OUT
SG2M38,5187 HAMWOLF 5300 MED_CTR 1,LINE,OUT
SG2O28,5020 BANDERA 5187 HAMWOLF 1,LINE,OUT
SG3D38,5132 EAGLECRK 5135 ELMENDRF 1,LINE,OUT
SGAGL8,42670 GALVES_ 43400 W_GALV_ 63,LINE,OUT
SGALM8,43400 W_GALV_ 43405 W_GALV_ 63,LINE,OUT
SGALM8,42860 LAMARQ_ 43401 W_GALV_ 93,LINE,OUT
SGFUN9,47670 GENRAL_ 47752 UNIVER_ 12,LINE,OUT
SGPGY9,40611 GALENA_ 40751 GYPSUM_ 38,LINE,OUT
SGSES8,47600 E_SIDE_ 47630 GABLE__ 70,LINE,OUT
SGTKB8,47321 KIRBY__ 47660 GARROT_ 37,LINE,OUT
SGVBG9,42690 GARDEN_ 47522 BLOGET_ 46,LINE,OUT
SGWBE8,40180 BERTWD_ 40620 GLENWD_ 95,LINE,OUT
SGZNB8,45512 T_H_W__ 45782 GEARS_9 95,LINE,OUT
SGZNB8,45862 HIDDEN9 46110 N_BELT_ 95,LINE,OUT
SGZNB8,45782 GEARS_9 45862 HIDDEN9 95,LINE,OUT
SH0T18,5125 DEZAVALA 5452 USAA_BTP 1,LINE,OUT
SH0T18,5170 FRED_RD 5452 USAA_BTP 1,LINE,OUT
SH1Z48,5011 BALL_PRK 5096 COMAL_ST 1,LINE,OUT
SHKTB8,45880 HOCKLY_ 46511 TOMBAL_ 66,LINE,OUT
SHKTB8,45880 HOCKLY_ 45885 HOCKLY_ 65,LINE,OUT
SHNWC8,42810 HOFMAN_ 42880 LKJACK_ 02,LINE,OUT
SHPDT9,47510 DWNTWN_ 47690 HYDEPK_ 32,LINE,OUT
SHYAF8,44020 ALIEF__ 44310 HAYES__ 09,LINE,OUT
SHYBM8,44120 BRITMR_ 44310 HAYES__ 09,LINE,OUT
SI3X18,5305 MEDINABS 5427 36TH_ST 1,LINE,OUT
SIRSO8,44361 INTERM0 47150 H_O_C__ 05,LINE,OUT
SIRSO8,43260 SOWYCK_ 44361 INTERM0 05,LINE,OUT
SITWF8,45910 INTER__ 46570 WESFLD_ 67,LINE,OUT
SJ2J48,5080 CASTLE 5195 HARMONY 1,LINE,OUT
SJ3J28,5080 CASTLE 5130 DRESDEN 1,LINE,OUT
DCE_GA58,80225 CENIZO7 80307 DELSOL7 1,LINE,OUT
DCE_GA58,8399 GARZA4A 8795 ROMA_SW4 1,LINE,OUT
DCE_LO58,80225 CENIZO7 80307 DELSOL7 1,LINE,OUT
DCE_LO58,8299 ZAPATA4A 8957 LOPENO4A 1,LINE,OUT
DCE_OB28,44140 CLODIN_ 44512 OBRIEN7 73,LINE,OUT
DCE_OB28,44145 CLODIN_ 44511 OBRIEN2 25,LINE,OUT
DCE_OB28,44140 CLODIN_ 44141 CLODIN_ NC,LINE,OUT
DCE_OB28,44141 CLODIN_ 44145 CLODIN_ NC,LINE,OUT
DCE_RI58,8299 ZAPATA4A 8985 S_YGANCI 1,LINE,OUT
DCE_RI58,80225 CENIZO7 80307 DELSOL7 1,LINE,OUT
DCE_RI58,8646 RIO_BRAV 8985 S_YGANCI 1,LINE,OUT
DCF_CF_8,40610 GALENA_ 41172 NORMDY9 94,LINE,OUT
DCF_CF_8,40330 CITFIL_ 41171 NORMDY7 77,LINE,OUT
DCF_CF_8,40716 GRNBYU_ 41171 NORMDY7 77,LINE,OUT
DCF_CF_8,40716 GRNBYU_ 40717 GRNBYU_ 70,LINE,OUT
DCF_CF_8,40330 CITFIL_ 41172 NORMDY9 94,LINE,OUT
DCGRPHR8,43272 SPENCR_ 43371 S_HOUS9 91,LINE,OUT
DCGRPHR8,42741 GULFGT9 43052 PEARLD9 91,LINE,OUT
DCGRPHR8,43052 PEARLD9 43322 TELPHN9 91,LINE,OUT
DCGRPHR8,42562 ELDORA9 43610 SCRDLE_ 92,LINE,OUT
DCGRPHR8,42562 ELDORA9 43502 WEBSTR9 92,LINE,OUT
DCGRPHR8,42015 P_H_R__ 42561 ELDORA9 91,LINE,OUT
DCGRPHR8,42011 P_H_R__ 42842 KEMAH_9 92,LINE,OUT
DCGRPHR8,43322 TELPHN9 48098 S_HOUS9 91,LINE,OUT
DCGRPHR8,42582 ELLING9 43371 S_HOUS9 91,LINE,OUT
DCGRPHR8,42741 GULFGT9 47560 COUGAR_ 91,LINE,OUT
DCGRPHR8,42561 ELDORA9 48098 S_HOUS9 91,LINE,OUT
DCGRPHR8,42010 P_H_R__ 42011 P_H_R__ 92,LINE,OUT
DCGRPHR8,42842 KEMAH_9 43502 WEBSTR9 92,LINE,OUT
DCGR_GV8,42922 MARYCK9 48250 MARYCK9 91,LINE,OUT
DCGR_GV8,42741 GULFGT9 43052 PEARLD9 91,LINE,OUT
DCGR_GV8,43272 SPENCR_ 43371 S_HOUS9 91,LINE,OUT
DCGR_GV8,42762 MY_HA__ 43372 S_HOUS_ 92,LINE,OUT
DCGR_GV8,42680 GARDEN_ 42681 GARDEN_ 07,LINE,OUT
DCGR_GV8,42582 ELLING9 43371 S_HOUS9 91,LINE,OUT
DCGR_GV8,43372 S_HOUS_ 43610 SCRDLE_ 92,LINE,OUT
DCGR_GV8,43322 TELPHN9 48098 S_HOUS9 91,LINE,OUT
DCGR_GV8,42015 P_H_R__ 42561 ELDORA9 91,LINE,OUT
DCGR_GV8,43052 PEARLD9 43322 TELPHN9 91,LINE,OUT
DCGR_GV8,42741 GULFGT9 47560 COUGAR_ 91,LINE,OUT
DCGR_GV8,42680 GARDEN_ 42762 MY_HA__ 92,LINE,OUT
DCGR_GV8,42561 ELDORA9 48098 S_HOUS9 91,LINE,OUT
DCHBJOR5,40000 CEDARP_ 40850 JORDAN_ 99,LINE,OUT
DCHBJOR5,40255 CHAMBR_ 40900 KING___ 97,LINE,OUT
DCHB_NB5,40850 JORDAN_ 46100 N_BELT_ 99,LINE,OUT
DCHB_NB5,40255 CHAMBR_ 40900 KING___ 97,LINE,OUT
SP0R28,5190 HARLANDA 51900 HARLAND 1,LINE,OUT
SP0R28,5310 MERIDA 51900 HARLAND 1,LINE,OUT
SP0R28,5085 CHAVANEA 51900 HARLAND 1,LINE,OUT
SP5X18,5234 HUNT_LN 5305 MEDINABS 1,LINE,OUT
SPGWC8,43011 NEWGLF0 43340 TXGLF__ 04,LINE,OUT
SPGWC8,43011 NEWGLF0 43120 PLEDGR0 04,LINE,OUT
SPGWC8,43120 PLEDGR0 43380 W_COL__ 04,LINE,OUT
SPIKL8,45952 KLUGE__ 46240 PINHUR_ 81,LINE,OUT
SPLSC8,41370 S_CHAN_ 41371 S_CHAN_ 06,LINE,OUT
SPLSC8,41250 PHILIP_ 41370 S_CHAN_ 96,LINE,OUT
SPRHG9,41560 TXPET__ 41561 TXPET__ 33,LINE,OUT
SPRHG9,40470 DEPWTR_ 41560 TXPET__ 33,LINE,OUT
SPRHG9,40800 HARRIS_ 41560 TXPET__ 33,LINE,OUT
SPTFL8,44256 FOSTER_ 46220 PETERS_ 25,LINE,OUT
SPTFL8,44230 FLEWLN_ 44256 FOSTER_ 25,LINE,OUT
SPTHK8,45880 HOCKLY_ 45885 HOCKLY_ 65,LINE,OUT
SPTHK8,45885 HOCKLY_ 46220 PETERS_ 65,LINE,OUT
SPZGN8,47110 GRANT__ 47350 PLAZA__ 08,LINE,OUT
SQ2G08,5175 GRANDVEW 5205 HIGHLAND 1,LINE,OUT
SQ5Z48,5011 BALL_PRK 5227 HOTWELLS 1,LINE,OUT
SR1J08,5350 QUINTANA 5385 SOUTHSAN 1,LINE,OUT
SR1X18,5305 MEDINABS 5350 QUINTANA 1,LINE,OUT
SR2E18,5310 MERIDA 5490 WSTSIDE 1,LINE,OUT
SREFB8,44280 FTBEND_ 44570 READNG_ 09,LINE,OUT
SREFB8,44280 FTBEND_ 44300 FTBEND_ 60,LINE,OUT
SRSFB8,44280 FTBEND_ 44615 ROSNBG_ 60,LINE,OUT
SRTWC8,43171 RETREV_ 43380 W_COL__ 02,LINE,OUT
SS3F08,5093 CIBOLOCR 5180 GREEN_MT 1,LINE,OUT
SSEEB8,44190 E_BERN_ 44740 WALLIS_ 65,LINE,OUT
SSEPT8,44640 SEALY__ 46220 PETERS_ 65,LINE,OUT
SSFEU8,45750 EUREKA_ 47382 SANFLP_ 09,LINE,OUT
SSLSC8,41370 S_CHAN_ 41450 SHELL__ 85,LINE,OUT
SSRBM8,44623 SAUER_8 44625 SAUER__ 81,LINE,OUT
SSRBM8,44120 BRITMR_ 44624 SAUER_8 81,LINE,OUT
SSREC8,44213 ECHO__8 44215 ECHO___ 81,LINE,OUT
SSREC8,44213 ECHO__8 44623 SAUER_8 81,LINE,OUT
SSREC8,44623 SAUER_8 44625 SAUER__ 81,LINE,OUT
SSTFD8,47100 FONDRN_ 47412 SHARPS_ 25,LINE,OUT
SSTFD8,47150 H_O_C__ 47412 SHARPS_ 25,LINE,OUT
SSWNB8,46001 LAUDER9 46332 SCENIC_ 90,LINE,OUT
SSWNB8,45822 GREENS9 46031 LOCKWD_ 90,LINE,OUT
SSWNB8,46110 N_BELT_ 46112 N_BELT_ 90,LINE,OUT
SSWNB8,46001 LAUDER9 46031 LOCKWD_ 90,LINE,OUT
SSWNB8,45822 GREENS9 46112 N_BELT_ 90,LINE,OUT
ST0J38,5130 DRESDEN 5285 LA_HTS_A 1,LINE,OUT
ST0Y48,5050 BUCKEYE 5285 LA_HTS_A 1,LINE,OUT
ST2C48,5160 FORT_SAM 5250 KIRBY 1,LINE,OUT
ST2D08,5160 FORT_SAM 5420 TENTH_ST 1,LINE,OUT
ST3S18,5230 HOWARD 5428 TOYOTA 1,LINE,OUT
STCGN8,47110 GRANT__ 47430 TECO___ 37,LINE,OUT
SU4R28,5310 MERIDA 5427 36TH_ST 1,LINE,OUT
SULBI8,47072 DUNVAL_ 47191 HILCRF2 24,LINE,OUT
SULBI8,44311 HAYES_2 44762 WCHASE2 24,LINE,OUT
SULBI8,47191 HILCRF2 47442 ULRICH_ 24,LINE,OUT
SULBI8,47012 BELAIR2 47442 ULRICH_ 24,LINE,OUT
SULBI8,44120 BRITMR_ 44311 HAYES_2 24,LINE,OUT
SULBI8,44762 WCHASE2 47072 DUNVAL_ 24,LINE,OUT
SULBI8,47010 BELAIR_ 47013 BELAIR_ 37,LINE,OUT
SUNGV9,42690 GARDEN_ 47752 UNIVER_ 30,LINE,OUT
SUNMP8,47700 MAG_PK_ 47751 UNIVER7 70,LINE,OUT
SV3W18,5422 TALLY_RD 5430 TX_RSRCH 1,LINE,OUT
SW5B28,5467 VLSI 5488 WOH 1,LINE,OUT
SW5L08,5003 ANDERSON 5488 WOH 1,LINE,OUT
SWCTP9,43350 TEXWES_ 43390 W_COL__ 55,LINE,OUT
SWEFT8,42551 DROUET9 42680 GARDEN_ 94,LINE,OUT
SWEFT8,41711 WITTER9 42311 COLEGE9 94,LINE,OUT
SWEFT8,41711 WITTER9 42610 FAIRMT_ 94,LINE,OUT
SWEFT8,42311 COLEGE9 42551 DROUET9 94,LINE,OUT
SWFTB8,46510 TOMBAL_ 46520 TOMBAL_ 81,LINE,OUT
SWFTB8,46052 LOUETA_ 46570 WESFLD_ 81,LINE,OUT
SWFTB8,46052 LOUETA_ 46512 TOMBAL_ 81,LINE,OUT
SWIBM8,44462 MEMORL_ 44780 WESTIM_ 73,LINE,OUT
SWIBM8,44120 BRITMR_ 44802 WOODCK7 73,LINE,OUT
SWIBM8,44462 MEMORL_ 44802 WOODCK7 73,LINE,OUT
SWICE8,44140 CLODIN_ 44145 CLODIN_ NC,LINE,OUT
SWICE8,44052 BARKER7 44780 WESTIM_ 73,LINE,OUT
SWICE8,44052 BARKER7 44140 CLODIN_ 73,LINE,OUT
SWOJN5,46600 WHITOK_ 47300 JENETA_ 72,LINE,OUT
SWTEC8,44792 WIRT__8 44795 WIRT___ 81,LINE,OUT
SWTEC8,44214 ECHO__8 44791 WIRT__8 81,LINE,OUT
SWTEC8,44213 ECHO__8 44215 ECHO___ 81,LINE,OUT
SWTWO8,44792 WIRT__8 44795 WIRT___ 81,LINE,OUT
SWTWO8,44792 WIRT__8 46615 WHITOK_ 81,LINE,OUT
SWVTS9,41682 WALSVL_ 48372 WALSVL6 10,LINE,OUT
SWZJN8,44760 WCHASE_ 47310 JENETA_ 05,LINE,OUT
SX4D48,5419 SWRI 5423 TCC 1,LINE,OUT
SX4E18,5419 SWRI 5490 WSTSIDE 1,LINE,OUT
SY1M28,5095 COLISEUM 5218 HOLBROOK 1,LINE,OUT
SY1T28,5160 FORT_SAM 5218 HOLBROOK 1,LINE,OUT
SY4H18,5050 BUCKEYE 5325 OLMOS 1,LINE,OUT
SY4T18,5050 BUCKEYE 5170 FRED_RD 1,LINE,OUT
SY5H18,5096 COMAL_ST 5325 OLMOS 1,LINE,OUT
XABE89,6253 ELMCRK2A 69 6255 ELMCRK4A 138 1,XFMR,OUT
XABM58,6234 AMCWDUM 1 6787 ANWWTERT 13.8 2,XFMR,OUT
XABM58,6231 MULBERRY 138 6234 AMCWDUM 1 2,XFMR,OUT
XABM58,6234 AMCWDUM 1 6235 ABMULCW7 345 2,XFMR,OUT
XABN89,6225 ABNTHWST 69 6228 ABNTHWST 138 2,XFMR,OUT
XABS89,6258 SOUTHABI 69 6260 SOUTHABI 138 1,XFMR,OUT
XACA95,60339 ACACIA2 69 170200 ACA_UN 34.5 1,XFMR,OUT
XACS58,1157 ANDRCOSO 138 24005 ANDRCOS 1 1,XFMR,OUT
XACS58,1162 ANDRCOSO 13.8 24005 ANDRCOS 1 1,XFMR,OUT
XACS58,1158 ANDRCOSO 345 24005 ANDRCOS 1 1,XFMR,OUT
XADK58,45600 ADICKS_ 345 49161 ADICKS_ 1 A1,XFMR,OUT
XADK58,49061 ADICKS_ 23 49161 ADICKS_ 1 A1,XFMR,OUT
XADK58,45610 ADICKS_ 138 49161 ADICKS_ 1 A1,XFMR,OUT
XAE104,141601 ANTLP_ 13.8 141605 ANTLP_ 230 1,XFMR,OUT
XAE204,141602 ANTLP_ 13.8 141605 ANTLP_ 230 1,XFMR,OUT
XAEE04,141603 ANTLP_ 13.8 141605 ANTLP_ 230 1,XFMR,OUT
XAEE50,141606 ANTLP_ 230 141607 AEEC_5 345 7,XFMR,OUT
XAIR89,5946 AIRPRT69 69 59460 AIRPORT 138 1,XFMR,OUT
XALB92,6202 ALBNY_FD 69 69009 ALBNY_F 12 1,XFMR,OUT
XALI58,79522 ALIBATE 12.47 79524 ALIBSTR 1 2,XFMR,OUT
XALI58,79500 ALIBATE 345 79524 ALIBSTR 1 2,XFMR,OUT
XALI58,79520 ALIBATE 17.5 79524 ALIBSTR 1 2,XFMR,OUT
XALI89,8500 ALICE2A 69 8503 ALICE4A 138 1,XFMR,OUT
XALN58,12513 ALLENSW 138 24050 ALNSW1_ 1 1,XFMR,OUT
XALN58,2513 ALLENSW1 345 24050 ALNSW1_ 1 1,XFMR,OUT
XALN58,12511 ALLENSW 13.8 24050 ALNSW1_ 1 1,XFMR,OUT
XALN58,2510 ALLENSW_ 903488 ALLENS 1,LINE,OUT
XALN58,2509 ALLENSW_ 2511 ALLENSW1 1,LINE,OUT
XALV89,2297 ALVARADO 138 2298 ALVARADO 69 1,XFMR,OUT
DMGSMDS5,1030 MRGNCRK_ 19000 LONGSHR 1,LINE,OUT
DMGSMDS5,1125 MIDESSAS 11028 ODESEHV 1,LINE,OUT
DMGSMDS5,11016 QUAILSW 19000 LONGSHR 1,LINE,OUT
DMGSQAL5,11016 QUAILSW 19000 LONGSHR 1,LINE,OUT
DMGSQAL5,1030 MRGNCRK_ 19000 LONGSHR 1,LINE,OUT
DMGSQAL5,1058 LONGSHOR 1125 MIDESSAS 1,LINE,OUT
DMLSENT5,3100 MARTINLK 3116 MTENTRPR 1,LINE,OUT
DMLSENT5,3100 MARTINLK 3109 STRYKER_ 1,LINE,OUT
DMNRSV89,32 ROBERTSON 64 MILANO 1,LINE,OUT
DMNRSV89,64 MILANO 3683 MINERVA1 1,LINE,OUT
DMNRSV89,61 BRANCHVILE 65 SILVERCITY 1,LINE,OUT
DMNRSV89,36 HEARNE9 61 BRANCHVILE 1,LINE,OUT
DMNSALN5,1795 MOSES1_8 138 24085 MNSES1_ 1 1,XFMR,OUT
DMNSALN5,1696 MOSES1_T 345 24085 MNSES1_ 1 1,XFMR,OUT
DMNSALN5,11795 MOSES1_ 13.8 24085 MNSES1_ 1 1,XFMR,OUT
DMNSALN5,1695 MOSES_5 1696 MOSES1_T 1,LINE,OUT
DMNSALN5,1696 MOSES1_T 2514 ALLENSW2 1,LINE,OUT
DMNSALN5,1695 MOSES_5 1697 SULSP_SS 1,LINE,OUT
DMNSSSP5,11795 MOSES1_ 13.8 24085 MNSES1_ 1 1,XFMR,OUT
DMNSSSP5,1696 MOSES1_T 345 24085 MNSES1_ 1 1,XFMR,OUT
DMNSSSP5,1795 MOSES1_8 138 24085 MNSES1_ 1 1,XFMR,OUT
DMNSSSP5,1697 SULSP_SS 2461 ROYSE_N5 1,LINE,OUT
DMNSSSP5,1695 MOSES_5 1696 MOSES1_T 1,LINE,OUT
DMNSSSP5,1696 MOSES1_T 2514 ALLENSW2 1,LINE,OUT
DMOSMCN8,1019 MOSS_8 1176 GRANDVEW 1,LINE,OUT
DMOSMCN8,1176 GRANDVEW 1183 MIDCONW_ 1,LINE,OUT
DMOSMCN8,1019 MOSS_8 1180 ECTRHILL 1,LINE,OUT
DMOSMCN8,1180 ECTRHILL 1183 MIDCONW_ 1,LINE,OUT
DMRECTZ8,42540 JONCRK_ 42542 JONCRK_ BC,LINE,OUT
DMRECTZ8,43155 MARINE_ 43440 CORTEZ_ 48,LINE,OUT
DMRECTZ8,42542 JONCRK_ 43440 CORTEZ_ 48,LINE,OUT
DMRECTZ8,42542 JONCRK_ 905198 JONCRK BC,LINE,OUT
DMRE_VL8,43360 VLASCO_ 43362 VLASCO_ BC,LINE,OUT
DMRE_VL8,43362 VLASCO_ 905311 VLASCO BC,LINE,OUT
DMRE_VL8,43155 MARINE_ 43362 VLASCO_ 48,LINE,OUT
DMRE_VL8,43155 MARINE_ 43440 CORTEZ_ 48,LINE,OUT
DMRNDOL8,40442 DEERPK9 42240 CARDIF_ 96,LINE,OUT
DMRNDOL8,40490 DOWLAP_ 41100 MORGPT_ 84,LINE,OUT
DMRNDOL8,40442 DEERPK9 41100 MORGPT_ 96,LINE,OUT
DMRNFT_8,40442 DEERPK9 41100 MORGPT_ 96,LINE,OUT
DMRNFT_8,42311 COLEGE9 42551 DROUET9 94,LINE,OUT
DMRNFT_8,41711 WITTER9 42610 FAIRMT_ 94,LINE,OUT
DMRNFT_8,41711 WITTER9 42311 COLEGE9 94,LINE,OUT
DMRNFT_8,42551 DROUET9 42680 GARDEN_ 94,LINE,OUT
DMRNFT_8,40442 DEERPK9 42240 CARDIF_ 96,LINE,OUT
DMSLNHN8,2663 MARSH2_8 2783 MRSN_W8 1,LINE,OUT
DMSLNHN8,2661 WELCH2_8 2662 MARSH1_8 1,LINE,OUT
DMSLNHN8,2662 MARSH1_8 2782 MRSN_E8 1,LINE,OUT
DMSLNHN8,2658 NTHHVN_E 2661 WELCH2_8 1,LINE,OUT
DMSLNHN8,2660 WELCH1_8 2663 MARSH2_8 1,LINE,OUT
